,goldDiff - TOP_-56to0,goldDiff - MID_-81to0,goldDiff - ADC_-102to0,goldDiff - SUPP_-21to0,item0 - SUPPR_NoItem,item0 - SUPPB_NoItem,level - TOPB_0to3,level - SUPPR_0to2,level - JGB_0to3,level - MIDB_0to3,level - ADCB_0to2,level - SUPPB_0to2,level - TOPR_0to3,level - JGR_0to3,level - MIDR_0to3,level - ADCR_0to2,minute_0to4,xpDiff - MID_-11to18,xpDiff - ADC_-102to0,wardsPlaced - TOPR
3549,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3550,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3551,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3553,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3554,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3555,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3556,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3557,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3558,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3559,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3560,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3561,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3562,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3563,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3564,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3565,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3566,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3567,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3568,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
3569,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3570,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False
3571,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False
3572,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False
3573,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3574,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3575,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3576,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3577,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3578,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3579,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3580,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3581,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3582,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3583,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3584,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3585,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3586,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3587,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3588,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3589,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3590,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3591,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3592,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3593,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3595,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3596,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3597,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3598,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3599,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3600,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3601,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
3602,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3603,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3604,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3605,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3606,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3607,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3608,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3609,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
3610,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False
3611,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True
3612,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False
3613,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3614,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
3615,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
3616,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3617,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3618,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3619,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3620,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3621,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3622,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3623,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3624,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3626,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3627,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3628,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3629,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3630,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3631,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3632,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3633,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3634,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3635,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3636,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3637,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3638,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3639,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3640,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3641,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3642,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3643,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3644,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3645,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3646,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3647,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3648,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
3649,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
3650,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False
3651,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True
3652,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3653,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3654,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
3655,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3656,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3657,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3658,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
3659,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3660,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3661,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3662,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3663,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3664,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
3665,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
3667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3668,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3669,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3670,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3671,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3672,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3673,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3674,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3675,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3676,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3677,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3678,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3679,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3680,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3681,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3682,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3683,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3684,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3685,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3686,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3687,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3688,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3689,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3690,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3691,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
3692,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3693,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3694,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3695,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3696,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3697,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3698,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3699,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3700,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3701,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3702,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False
3703,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3704,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3705,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
3706,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
3707,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False
3708,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False
3709,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
3710,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3711,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3712,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3713,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False
3714,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3715,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3716,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3717,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3718,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
3719,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3720,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3721,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3722,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3723,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3724,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True
3725,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3726,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3727,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3728,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3729,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3730,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3731,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3732,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3733,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3734,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3735,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
3736,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3737,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3738,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3739,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3740,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3741,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3742,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3743,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3744,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3745,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3746,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3747,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3748,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3749,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3750,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3751,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3752,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
3753,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False
3754,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False
3755,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False
3756,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3757,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3758,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3759,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3760,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3761,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3762,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3763,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
3764,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3765,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3766,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3767,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3768,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3769,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3770,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3771,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3772,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3773,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3774,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3775,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3776,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3777,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3778,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3779,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3780,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
3781,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3782,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3783,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3784,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3785,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3786,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3787,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3788,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3789,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3790,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3791,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3792,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3793,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3794,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3795,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3796,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3797,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
3798,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
3799,False,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True
3800,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False
3801,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3802,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3803,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3804,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
3805,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3806,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3807,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3808,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3809,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3810,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3811,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3812,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3814,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3815,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3816,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3817,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3818,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
3819,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3820,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3821,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3822,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3823,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3824,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3825,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3826,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3827,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3828,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3829,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3830,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3831,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3832,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3833,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3834,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3835,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3836,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3837,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3838,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3839,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
3840,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3841,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3842,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3843,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3844,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
3845,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
3846,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3847,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True
3848,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True
3849,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
3850,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3851,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3852,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3853,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3854,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3855,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3856,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3857,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3858,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3859,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3860,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3861,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3862,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3863,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3864,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3865,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3866,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3867,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
