,item0 - SUPPR_NoItem,item0 - JGB_NoItem,item0 - JGB_ControlWard,item1 - JGB_ControlWard,level - JGR_0to3,wardsPlaced - JGB
4561,False,False,False,True,False,False
4562,False,False,False,False,False,True
4563,True,True,False,False,True,False
4564,False,False,False,False,True,False
4565,False,False,False,False,True,True
4566,False,False,False,False,True,False
4567,False,False,False,False,False,False
4568,False,False,False,False,False,False
4569,False,False,False,False,True,False
4570,False,False,False,False,False,False
4571,False,False,False,False,False,False
4572,False,False,False,True,False,False
4573,False,False,True,False,False,False
4574,False,True,False,False,False,False
4575,False,True,False,False,False,False
4576,False,True,False,False,False,False
4577,False,True,False,False,False,False
4578,False,False,True,False,False,True
4579,False,True,False,False,False,False
4580,False,False,False,False,False,False
4581,False,False,True,False,False,True
4582,False,True,False,False,False,False
4583,False,True,False,False,False,True
4584,False,True,False,False,False,False
4585,False,True,False,False,False,False
4586,False,True,False,False,False,True
4587,False,True,False,False,False,False
4588,False,True,False,False,False,False
4589,False,True,False,False,False,False
4590,False,True,False,False,False,False
4591,False,False,False,False,False,True
4592,False,True,False,False,False,False
4593,False,True,False,False,False,False
4594,False,True,False,False,False,False
4595,False,True,False,False,False,False
4596,True,True,False,False,True,True
4597,False,False,False,False,True,False
4598,False,False,False,False,True,True
4599,False,False,False,False,True,False
4600,False,False,False,False,False,False
4601,False,False,False,True,False,False
4602,False,False,False,True,False,True
4603,False,False,False,True,False,True
4604,False,False,False,False,False,True
4605,False,False,False,False,False,True
4606,False,False,False,False,False,False
4607,False,False,False,False,False,False
4608,False,False,False,False,False,True
4609,False,False,False,False,False,True
4610,False,False,False,True,False,False
4611,False,False,False,False,False,True
4612,False,False,False,False,False,True
4613,False,False,False,True,False,False
4614,False,False,False,True,False,False
4615,False,False,False,False,False,False
4616,False,False,False,True,False,False
4617,False,False,False,True,False,True
4618,False,False,False,True,False,False
4619,False,False,False,False,False,False
4620,False,False,False,True,False,False
4621,False,False,False,False,False,False
4622,False,False,False,False,False,False
4623,False,False,False,True,False,False
4624,False,False,False,False,False,False
4625,False,False,False,True,False,False
4626,True,True,False,False,True,True
4627,False,False,False,False,True,False
4628,False,False,False,False,True,False
4629,False,False,False,False,True,False
4630,False,False,False,False,False,True
4631,False,False,False,False,False,False
4632,False,False,False,False,False,True
4633,False,False,False,False,False,False
4634,False,False,False,True,False,True
4635,False,False,True,False,False,False
4636,False,False,False,True,False,False
4637,False,False,False,True,False,True
4638,False,False,False,True,False,False
4639,False,False,False,False,False,True
4640,False,False,False,False,False,True
4641,False,False,False,True,False,False
4642,False,False,False,False,False,False
4643,False,False,False,False,False,False
4644,False,True,False,False,False,True
4645,False,True,False,False,False,True
4646,False,False,True,False,False,True
4647,False,False,True,False,False,False
4648,False,False,True,False,False,False
4649,False,True,False,False,False,False
4650,False,False,True,False,False,True
4651,False,False,True,False,False,False
4652,False,False,True,False,False,False
4653,False,False,True,False,False,False
4654,False,True,False,False,False,True
4655,False,True,False,False,False,False
4656,False,False,True,False,False,False
4657,False,False,True,False,False,True
4658,False,False,True,False,False,False
4659,False,True,False,False,False,False
4660,False,True,False,False,False,True
4661,True,True,False,False,True,False
4662,False,False,False,False,True,True
4663,False,False,False,False,True,True
4664,False,False,False,False,True,False
4665,False,False,False,False,True,True
4666,False,False,False,True,False,True
4667,False,False,False,False,False,False
4668,False,False,False,False,False,True
4669,False,True,False,False,False,False
4670,False,False,True,False,False,True
4671,False,False,False,False,False,False
4672,False,False,False,False,False,False
4673,False,False,False,False,False,True
4674,False,False,False,True,False,False
4675,False,False,False,False,False,True
4676,False,False,False,False,False,False
4677,False,False,False,True,False,True
4678,False,False,False,False,False,True
4679,False,True,False,False,False,False
4680,False,True,False,False,False,False
4681,False,True,False,False,False,False
4682,False,True,False,False,False,False
4683,False,True,False,False,False,True
4684,False,True,False,False,False,True
4685,False,False,True,False,False,False
4686,False,True,False,False,False,False
4687,False,True,False,False,False,True
4688,False,True,False,False,False,False
4689,False,True,False,False,False,False
4690,False,True,False,False,False,False
4691,False,True,False,False,False,False
4692,False,True,False,False,False,True
4693,False,True,False,False,False,False
4694,False,True,False,False,False,True
4695,True,True,False,False,True,False
4696,False,False,False,False,True,False
4697,False,False,False,False,True,False
4698,False,False,False,False,True,True
4699,False,False,False,False,True,False
4700,False,False,False,False,True,True
4701,False,False,False,True,False,True
4702,False,True,False,False,False,False
4703,False,False,False,False,False,True
4704,False,False,False,False,False,True
4705,False,False,False,False,False,False
4706,False,False,True,False,False,False
4707,False,True,False,False,False,False
4708,False,True,False,False,False,True
4709,False,True,False,False,False,True
4710,False,True,False,False,False,True
4711,False,True,False,False,False,False
4712,False,False,True,False,False,True
4713,False,True,False,False,False,True
4714,False,False,True,False,False,True
4715,False,False,True,False,False,True
4716,False,False,True,False,False,True
4717,False,False,True,False,False,True
4718,False,True,False,False,False,False
4719,False,True,False,False,False,True
4720,False,False,True,False,False,True
4721,False,False,True,False,False,True
4722,False,False,True,False,False,False
4723,False,True,False,False,False,False
4724,False,False,True,False,False,False
4725,False,True,False,False,False,False
4726,False,True,False,False,False,False
4727,False,True,False,False,False,False
4728,False,False,True,False,False,False
4729,False,True,False,False,False,True
4730,False,True,False,False,False,False
4731,False,True,False,False,False,False
4732,False,True,False,False,False,False
4733,False,True,False,False,False,True
4734,False,True,False,False,False,False
4735,False,False,True,False,False,False
4736,False,True,False,False,False,True
4737,True,True,False,False,True,True
4738,False,False,False,False,True,False
4739,False,False,False,False,True,False
4740,False,False,False,False,True,False
4741,False,False,False,False,True,False
4742,False,False,False,False,False,False
4743,False,False,False,True,False,False
4744,False,False,False,True,False,True
4745,False,False,False,False,False,True
4746,False,False,True,False,False,False
4747,False,False,False,False,False,False
4748,False,True,False,False,False,False
4749,False,True,False,False,False,False
4750,False,True,False,False,False,False
4751,False,False,True,False,False,True
4752,False,False,True,False,False,True
4753,False,False,True,False,False,False
4754,False,True,False,False,False,True
4755,False,True,False,False,False,True
4756,False,True,False,False,False,False
4757,False,False,True,False,False,False
4758,False,False,True,False,False,False
4759,False,False,True,False,False,False
4760,False,False,True,False,False,False
4761,False,False,True,False,False,False
4762,False,False,True,False,False,True
4763,False,True,False,False,False,True
4764,False,True,False,False,False,False
4765,False,True,False,False,False,False
4766,False,True,False,False,False,False
4767,False,False,True,False,False,True
4768,False,False,True,False,False,False
4769,False,False,True,False,False,True
4770,False,False,True,False,False,False
4771,False,False,True,False,False,False
4772,False,True,False,False,False,False
4773,True,True,False,False,True,False
4774,False,False,False,False,True,False
4775,False,False,False,False,True,True
4776,False,False,False,False,True,False
4777,False,False,False,False,True,False
4778,False,False,False,True,True,False
4779,False,False,False,False,False,False
4780,False,True,False,False,False,True
4781,False,False,False,False,False,False
4782,False,False,False,False,False,False
4783,False,False,False,False,False,False
4784,False,False,False,True,False,True
4785,False,False,False,True,False,False
4786,False,False,False,True,False,False
4787,False,False,False,True,False,False
4788,False,False,False,False,False,False
4789,False,False,False,False,False,False
4790,False,False,False,True,False,True
4791,False,False,True,False,False,False
4792,False,False,False,False,False,False
4793,False,False,False,False,False,False
4794,False,False,False,False,False,False
4795,False,False,False,True,False,False
4796,False,False,False,False,False,False
4797,False,False,False,True,False,False
4798,False,False,False,True,False,True
4799,False,False,False,True,False,False
4800,False,False,False,True,False,False
4801,False,False,False,True,False,False
4802,False,False,True,False,False,False
4803,False,False,False,True,False,True
4804,False,False,False,True,False,False
4805,False,False,False,True,False,True
4806,False,False,False,False,False,False
4807,False,False,False,False,False,True
4808,False,False,False,False,False,False
4809,False,False,False,False,False,False
4810,True,True,False,False,True,True
4811,False,False,False,False,True,False
4812,False,False,False,False,True,True
4813,False,True,False,False,False,False
4814,False,False,False,False,True,True
4815,False,False,False,False,True,False
4816,False,False,False,False,False,False
4817,False,False,False,False,False,False
4818,False,False,False,True,False,True
4819,False,False,False,True,False,True
4820,False,False,False,True,False,False
4821,False,False,False,False,False,False
4822,False,False,False,False,False,False
4823,False,False,False,False,False,True
4824,False,True,False,False,False,False
4825,False,True,False,False,False,True
4826,False,True,False,False,False,False
4827,False,True,False,False,False,True
4828,False,False,True,False,False,False
4829,False,True,False,False,False,False
4830,False,False,True,False,False,True
4831,False,False,True,False,False,False
4832,False,False,True,False,False,True
4833,False,True,False,False,False,False
4834,False,True,False,False,False,False
4835,False,True,False,False,False,False
4836,False,True,False,False,False,False
4837,False,False,True,False,False,False
4838,False,False,True,False,False,False
4839,False,False,True,False,False,True
4840,False,True,False,False,False,False
4841,False,True,False,False,False,True
4842,False,True,False,False,False,False
4843,False,False,True,False,False,False
4844,False,True,False,False,False,False
4845,False,False,True,False,False,False
4846,False,True,False,False,False,False
4847,False,True,False,False,False,True
4848,False,False,True,False,False,True
4849,False,True,False,False,False,False
4850,False,True,False,False,False,False
4851,False,False,True,False,False,False
4852,False,True,False,False,False,True
4853,False,True,False,False,False,False
4854,False,True,False,False,False,True
4855,False,True,False,False,False,False
4856,False,True,False,False,False,False
4857,True,True,False,False,True,True
4858,False,True,False,False,False,False
4859,False,True,False,False,False,False
4860,False,True,False,False,False,False
4861,False,True,False,False,False,True
4862,False,True,False,False,False,False
4863,False,True,False,False,False,False
4864,True,True,False,False,True,True
4865,False,False,False,False,True,False
4866,False,False,False,False,True,False
4867,False,False,False,False,True,False
4868,False,False,False,False,True,False
4869,False,False,False,False,True,False
4870,False,False,False,False,False,False
4871,False,False,False,False,False,False
4872,False,False,False,True,False,False
4873,False,False,False,True,False,False
4874,False,False,True,False,False,False
4875,False,False,True,False,False,False
4876,False,False,True,False,False,False
4877,False,True,False,False,False,False
4878,False,True,False,False,False,False
4879,False,False,False,False,True,False
4880,False,True,False,False,False,True
4881,False,False,True,False,False,False
4882,False,False,True,False,False,False
4883,False,True,False,False,False,False
4884,False,False,True,False,False,False
4885,False,True,False,False,False,False
4886,False,True,False,False,False,False
4887,False,False,True,False,False,False
4888,False,False,True,False,False,False
4889,False,False,True,False,False,False
4890,False,True,False,False,False,False
4891,False,False,False,False,True,False
4892,False,True,False,False,False,False
4893,False,True,False,False,False,True
4894,False,True,False,False,False,False
4895,False,True,False,False,False,True
4896,False,False,True,False,False,False
4897,False,True,False,False,False,True
4898,False,True,False,False,False,False
4899,False,True,False,False,False,False
4900,False,True,False,False,False,False
4901,False,True,False,False,False,False
4902,False,False,False,False,True,False
4903,False,True,False,False,False,False
4904,False,True,False,False,False,False
4905,False,True,False,False,False,True
4906,True,True,False,False,True,False
4907,False,False,False,False,True,False
4908,False,False,False,False,True,False
4909,False,False,False,False,True,False
4910,False,False,True,False,True,True
4911,False,False,False,False,False,False
4912,False,False,False,False,False,False
4913,False,False,False,False,False,True
4914,False,False,False,True,False,False
4915,False,False,False,True,False,False
4916,False,False,False,False,False,False
4917,False,False,False,False,False,False
4918,False,False,False,False,False,False
4919,False,False,False,False,False,False
4920,False,False,False,False,False,True
4921,False,False,False,False,False,True
4922,False,False,True,False,False,False
4923,False,False,True,False,False,False
4924,False,False,False,False,False,True
4925,False,False,True,False,False,True
4926,False,False,True,False,False,False
4927,False,False,True,False,False,True
4928,False,True,False,False,False,False
4929,False,True,False,False,False,False
4930,False,True,False,False,False,False
4931,False,True,False,False,False,True
4932,False,True,False,False,False,False
4933,False,True,False,False,False,True
4934,False,False,True,False,False,False
4935,False,False,False,False,False,False
4936,False,True,False,False,False,True
4937,False,False,True,False,False,False
4938,False,True,False,False,False,False
4939,False,True,False,False,False,True
4940,True,True,False,False,True,True
4941,False,False,False,False,True,False
4942,False,False,False,False,True,False
4943,False,False,False,False,True,True
4944,False,False,False,False,True,True
4945,False,False,False,True,True,False
4946,False,False,False,True,False,False
4947,False,False,False,False,False,False
4948,False,False,False,False,False,True
4949,False,False,False,False,False,False
4950,False,False,False,False,False,False
4951,False,False,False,False,False,False
4952,False,False,False,True,False,False
4953,False,False,False,False,False,False
4954,False,False,False,False,False,True
4955,False,False,False,True,False,False
4956,False,False,False,True,False,False
4957,False,False,False,True,False,False
4958,False,False,False,False,False,True
4959,False,False,False,False,False,False
4960,False,True,False,False,False,False
4961,False,False,True,False,False,False
4962,False,True,False,False,False,True
4963,False,True,False,False,False,False
4964,False,False,True,False,False,False
4965,False,True,False,False,False,True
4966,False,True,False,False,False,False
4967,False,True,False,False,False,True
4968,False,False,False,False,False,True
4969,False,True,False,False,False,True
4970,False,False,True,False,False,False
4971,False,True,False,False,False,False
4972,False,True,False,False,False,True
4973,False,True,False,False,False,False
4974,False,True,False,False,False,True
4975,False,False,True,False,False,True
4976,False,True,False,False,False,True
4977,False,True,False,False,False,True
4978,False,True,False,False,False,False
4979,False,False,False,False,False,False
4980,True,True,False,False,True,False
4981,False,False,False,False,True,False
4982,False,False,False,False,True,False
4983,False,False,False,False,True,False
4984,False,False,False,False,True,False
4985,False,False,False,True,False,True
4986,False,False,False,True,False,False
4987,False,False,False,False,False,False
4988,False,False,False,True,False,False
4989,False,False,False,False,False,False
4990,False,False,False,False,False,True
4991,False,False,False,False,False,False
4992,False,False,False,False,False,False
4993,False,False,False,True,False,True
4994,False,False,False,False,False,True
4995,False,False,False,False,False,False
4996,False,False,False,True,False,False
4997,False,False,False,False,False,False
4998,False,False,False,False,False,False
4999,False,False,False,False,False,False
5000,False,False,False,False,False,True
5001,False,True,False,False,False,True
5002,False,False,False,True,False,False
5003,False,False,False,False,False,False
5004,False,False,False,False,False,False
5005,False,False,False,False,False,True
5006,False,False,False,False,False,True
5007,False,False,False,False,False,False
5008,False,False,False,False,False,True
5009,False,False,False,True,False,False
5010,False,False,False,True,False,False
5011,False,False,False,True,False,False
5012,False,False,False,False,False,False
5013,False,False,False,False,False,True
5014,False,False,False,False,False,False
5015,False,False,False,False,False,False
5016,False,False,False,False,False,True
5017,False,False,False,False,False,False
5018,False,False,False,False,False,False
5019,False,False,False,False,False,True
5020,False,False,False,False,False,False
5021,False,False,False,False,False,False
5022,False,False,False,False,False,True
5023,False,False,False,False,False,False
5024,False,False,False,False,False,False
5025,False,False,False,False,False,False
5026,False,False,False,False,False,True
5027,True,True,False,False,True,False
5028,False,False,False,False,True,False
5029,False,False,False,False,True,False
5030,False,False,False,False,True,True
5031,False,False,False,False,True,False
5032,False,False,False,False,False,True
5033,False,False,False,True,False,False
5034,False,False,False,False,False,False
5035,False,False,False,False,False,False
5036,False,False,False,True,False,True
5037,False,False,False,True,False,False
5038,False,False,False,True,False,False
5039,False,False,False,True,False,False
5040,False,False,False,False,False,False
5041,False,False,False,True,False,False
5042,False,False,False,True,False,True
5043,False,False,False,True,False,False
5044,False,False,False,True,False,False
5045,False,False,False,False,False,False
5046,False,False,False,True,False,False
5047,False,False,False,True,False,True
5048,False,False,False,True,False,False
5049,False,False,False,False,False,False
5050,False,False,False,False,False,False
5051,False,False,False,False,False,False
5052,False,False,False,True,False,True
5053,False,False,False,True,False,False
5054,False,False,False,False,False,False
5055,False,False,False,False,False,True
5056,False,False,False,False,False,True
5057,False,False,False,False,False,False
5058,False,False,False,False,False,False
5059,False,False,False,True,False,False
5060,False,False,False,False,False,True
5061,False,False,False,True,False,True
5062,False,False,False,False,False,True
5063,False,False,False,False,False,True
5064,False,False,False,False,False,False
5065,False,False,False,False,False,True
5066,True,True,False,False,True,False
5067,False,False,False,False,True,False
5068,False,False,False,False,False,False
5069,False,False,False,False,True,True
5070,False,False,False,False,True,False
5071,False,False,False,False,True,False
5072,False,False,True,False,False,False
5073,False,False,False,False,False,True
5074,False,False,False,False,False,False
5075,False,False,False,False,False,False
5076,False,False,False,False,False,False
5077,False,False,False,True,False,False
5078,False,False,False,False,False,True
5079,False,False,False,False,False,True
5080,False,False,False,False,False,False
5081,False,False,False,True,False,False
5082,False,False,False,False,False,False
5083,False,False,False,False,False,False
5084,False,False,False,True,False,False
5085,False,False,False,True,False,False
5086,False,False,False,True,False,True
5087,False,False,False,True,False,False
5088,False,False,False,False,False,True
5089,False,False,False,False,False,False
5090,False,False,False,False,False,False
5091,False,False,False,False,False,True
5092,False,False,False,False,False,False
5093,False,False,False,False,False,False
5094,False,False,False,False,False,True
5095,False,False,False,False,False,False
5096,False,False,False,False,False,True
5097,False,False,False,True,False,False
5098,False,False,False,False,False,False
5099,False,False,False,True,False,True
5100,False,False,False,True,False,False
5101,False,False,False,False,False,False
5102,False,False,False,True,False,False
5103,False,False,False,True,False,True
5104,False,False,False,True,False,False
5105,False,False,False,False,False,False
5106,False,False,False,False,False,False
5107,False,False,False,False,False,False
5108,False,False,False,False,False,True
5109,False,False,False,False,False,True
5110,False,False,False,False,False,False
5111,True,True,False,False,True,False
5112,False,True,False,False,False,False
5113,False,False,False,False,False,False
5114,False,False,False,False,True,True
5115,False,False,False,False,True,False
5116,False,False,False,False,True,False
5117,False,False,False,False,True,True
5118,False,False,False,False,False,False
5119,False,False,True,False,False,True
5120,False,False,True,False,False,False
5121,False,False,False,False,False,True
5122,False,False,False,False,False,True
5123,False,True,False,False,False,False
5124,False,False,False,True,False,False
5125,False,False,True,False,False,False
5126,False,False,True,False,False,True
5127,False,False,True,False,False,False
5128,False,False,True,False,False,False
5129,False,False,True,False,False,False
5130,False,False,True,False,False,False
5131,False,True,False,False,False,False
5132,False,True,False,False,False,False
5133,False,False,True,False,False,False
5134,False,True,False,False,False,False
5135,False,False,False,True,False,False
5136,False,True,False,False,False,False
5137,False,True,False,False,False,True
5138,False,True,False,False,False,False
5139,False,True,False,False,False,False
5140,False,False,True,False,False,False
5141,True,True,False,False,True,True
5142,False,False,False,False,True,False
5143,False,False,False,False,True,True
5144,False,False,False,False,True,True
5145,False,False,False,False,True,False
5146,False,False,False,True,False,True
5147,False,False,True,False,False,False
5148,False,False,False,False,False,True
5149,False,False,False,True,False,False
5150,False,False,False,True,False,True
5151,False,False,False,True,False,True
5152,False,False,False,True,False,True
5153,False,False,False,False,False,False
5154,False,False,False,False,False,False
5155,False,False,False,False,False,True
5156,False,False,False,True,False,False
5157,False,False,False,True,False,True
5158,False,False,False,False,False,False
5159,False,False,False,False,False,False
5160,False,False,False,False,False,True
5161,False,False,False,True,False,False
5162,False,False,False,False,False,False
5163,False,False,False,True,False,False
5164,False,False,False,False,False,False
5165,False,False,False,True,False,False
5166,False,False,False,False,False,False
5167,False,False,False,True,False,False
5168,False,False,False,False,False,False
5169,False,False,False,False,False,True
5170,False,False,False,False,False,False
5171,False,False,False,False,False,True
5172,False,False,False,False,False,True
5173,False,False,False,False,False,True
5174,False,False,False,True,False,True
5175,False,False,False,False,False,True
5176,False,False,False,False,False,True
5177,False,False,False,False,False,False
5178,False,False,False,False,False,True
5179,False,False,False,False,False,False
5180,True,True,False,False,True,False
5181,False,False,False,False,True,True
5182,False,False,False,False,True,True
5183,False,False,False,False,True,False
5184,False,False,False,False,True,False
5185,False,False,False,False,True,True
5186,False,False,False,False,True,False
5187,False,False,False,True,False,True
5188,False,False,False,True,False,True
5189,False,True,False,False,False,False
5190,False,False,False,True,False,True
5191,False,True,False,False,False,True
5192,False,True,False,False,False,True
5193,False,True,False,False,False,False
5194,False,False,True,False,False,False
5195,False,False,True,False,False,False
5196,False,True,False,False,False,True
5197,False,True,False,False,False,False
5198,False,True,False,False,False,False
5199,False,True,False,False,False,True
5200,False,False,True,False,False,False
5201,False,False,False,False,False,True
5202,False,False,True,False,False,False
5203,False,True,False,False,False,False
5204,False,True,False,False,False,False
5205,False,False,True,False,False,True
5206,False,True,False,False,False,False
5207,False,True,False,False,False,False
5208,False,True,False,False,False,True
5209,False,False,True,False,False,False
5210,False,True,False,False,False,False
5211,False,False,True,False,False,False
5212,False,False,False,False,False,False
5213,True,True,False,False,True,False
5214,False,False,False,False,True,False
5215,False,False,False,False,True,True
5216,False,False,False,False,True,False
5217,False,False,False,False,False,False
5218,False,False,True,False,False,True
5219,False,False,False,False,False,False
5220,False,False,False,False,False,False
5221,False,False,False,True,False,False
5222,False,False,False,False,False,False
5223,False,True,False,False,False,False
5224,False,False,False,True,False,False
5225,False,False,False,False,False,False
5226,False,False,False,True,False,False
5227,False,False,False,False,False,False
5228,False,False,False,False,False,False
5229,False,False,False,True,False,False
5230,False,False,False,False,False,True
5231,False,False,False,False,False,False
5232,False,False,False,True,False,False
5233,False,False,False,True,False,False
5234,False,False,False,False,False,True
5235,False,False,False,False,False,False
5236,False,False,False,False,False,False
5237,False,False,True,False,False,False
5238,False,False,False,False,False,True
5239,False,False,False,False,False,False
5240,False,False,False,True,False,False
5241,False,False,False,True,False,False
5242,False,False,False,True,False,False
5243,False,False,False,False,False,False
5244,False,False,False,False,False,True
5245,True,True,False,False,True,False
5246,False,False,False,False,False,False
5247,False,False,False,False,True,False
5248,False,False,False,False,True,False
5249,False,False,False,True,True,True
5250,False,False,False,False,True,False
5251,False,False,False,False,False,False
5252,False,False,False,False,False,True
5253,False,False,False,False,False,False
5254,False,False,False,True,False,True
5255,False,False,False,False,False,False
5256,False,False,False,False,False,False
5257,True,True,False,False,True,False
5258,False,False,False,False,False,False
5259,False,False,False,False,False,False
5260,False,True,False,False,False,False
5261,False,False,True,False,False,False
5262,False,False,True,False,False,False
5263,False,False,True,False,False,False
5264,False,False,True,False,False,False
5265,False,False,True,False,False,True
5266,False,False,True,False,False,False
5267,False,False,True,False,False,True
5268,False,False,False,False,True,False
5269,False,False,True,False,False,True
5270,False,False,True,False,False,False
5271,False,False,True,False,False,False
5272,False,False,True,False,False,False
5273,False,True,False,False,False,True
5274,False,True,False,False,False,False
5275,False,True,False,False,False,False
5276,False,True,False,False,False,True
5277,False,False,True,False,False,True
5278,False,True,False,False,False,True
5279,False,False,False,False,True,True
5280,False,True,False,False,False,False
5281,False,True,False,False,False,False
5282,False,True,False,False,False,False
5283,False,True,False,False,False,False
5284,False,True,False,False,False,False
5285,False,False,True,False,False,True
5286,False,False,True,False,False,True
5287,False,False,True,False,False,False
5288,False,False,True,False,False,True
5289,False,False,True,False,False,False
5290,False,False,False,False,True,True
5291,False,True,False,False,False,False
5292,False,True,False,False,False,True
5293,False,True,False,False,False,True
5294,True,True,False,False,True,False
5295,False,False,False,False,True,False
5296,False,False,False,False,True,True
5297,False,False,False,False,True,False
5298,False,False,False,False,True,False
5299,False,False,False,False,False,True
5300,False,False,False,False,False,True
5301,False,False,False,False,True,False
5302,False,False,False,False,False,False
5303,False,False,False,False,False,False
5304,False,False,False,False,False,False
5305,False,True,False,False,False,False
5306,False,True,False,False,False,False
5307,False,True,False,False,False,True
5308,False,False,True,False,False,True
5309,False,False,True,False,False,False
5310,False,False,True,False,False,True
5311,False,True,False,False,False,False
5312,False,False,False,False,True,True
5313,False,False,True,False,False,False
5314,False,True,False,False,False,True
5315,False,True,False,False,False,False
5316,False,True,False,False,False,False
5317,False,False,True,False,False,False
5318,False,True,False,False,False,False
5319,False,False,True,False,False,False
5320,False,True,False,False,False,False
5321,False,True,False,False,False,False
5322,False,False,True,False,False,False
5323,False,False,False,True,True,True
5324,False,True,False,False,False,False
5325,False,False,True,False,False,False
5326,False,True,False,False,False,False
5327,True,True,False,False,True,False
5328,False,False,False,False,True,False
5329,False,False,False,False,True,False
5330,False,False,False,False,True,False
5331,False,False,False,False,False,True
5332,False,False,False,True,False,True
5333,False,False,False,False,False,False
5334,False,False,True,False,False,False
5335,False,False,False,False,False,False
5336,False,False,False,False,False,False
5337,False,False,False,True,False,True
5338,False,False,False,True,False,True
5339,False,False,False,False,False,True
5340,False,False,False,True,False,True
5341,False,False,False,False,False,False
5342,False,False,False,False,False,False
5343,False,True,False,False,False,False
5344,False,True,False,False,False,True
5345,False,True,False,False,False,False
5346,False,False,False,False,False,False
5347,False,False,True,False,False,False
5348,False,False,True,False,False,True
5349,False,False,True,False,False,True
5350,False,False,True,False,False,True
5351,False,True,False,False,False,False
5352,False,True,False,False,False,False
5353,False,False,True,False,False,False
5354,False,False,True,False,False,True
5355,False,True,False,False,False,True
5356,False,False,True,False,False,False
5357,False,False,False,False,False,False
5358,False,True,False,False,False,True
5359,False,True,False,False,False,False
5360,False,True,False,False,False,True
5361,False,True,False,False,False,False
5362,True,True,False,False,True,True
5363,False,False,False,False,True,False
5364,False,False,False,False,True,False
5365,False,False,False,False,True,True
5366,False,False,False,False,True,False
5367,False,False,False,False,False,True
5368,False,False,False,False,False,False
5369,False,False,False,True,False,True
5370,False,False,False,True,False,True
5371,False,False,False,True,False,False
5372,False,False,False,False,False,False
5373,False,False,False,False,False,False
5374,False,False,False,True,False,False
5375,False,False,False,False,False,False
5376,False,False,False,False,False,False
5377,False,False,False,True,False,False
5378,False,False,False,True,False,False
5379,False,False,False,True,False,True
5380,False,False,False,True,False,False
5381,False,False,False,False,False,False
5382,False,False,False,True,False,True
5383,False,False,False,False,False,False
5384,False,False,False,False,False,False
5385,False,False,False,False,False,False
5386,False,False,False,False,False,False
5387,False,False,False,False,False,False
5388,False,False,False,False,False,True
5389,False,False,False,True,False,False
5390,False,False,False,False,False,False
5391,False,False,False,True,False,False
5392,False,False,False,True,False,True
5393,False,False,False,False,False,True
5394,False,False,False,False,False,False
5395,False,False,False,False,False,True
5396,False,False,False,True,False,False
5397,True,True,False,False,True,False
5398,False,False,False,False,True,False
5399,False,False,False,False,True,False
5400,False,False,False,False,True,True
5401,False,False,False,False,False,True
5402,False,False,False,False,True,False
5403,False,False,False,True,False,False
5404,False,False,False,False,False,False
5405,False,False,False,False,False,True
5406,False,False,False,False,False,True
5407,False,False,False,False,False,False
5408,False,False,False,False,False,False
5409,False,False,False,False,False,False
5410,False,False,False,False,False,False
5411,False,False,False,False,False,False
5412,False,False,False,False,False,False
5413,False,False,False,False,False,False
5414,False,False,True,False,False,False
5415,False,True,False,False,False,True
5416,False,True,False,False,False,False
5417,False,True,False,False,False,False
5418,False,False,True,False,False,True
5419,False,True,False,False,False,False
5420,False,True,False,False,False,False
5421,False,False,True,False,False,False
5422,False,False,True,False,False,True
5423,False,False,False,True,False,False
5424,False,False,True,False,False,False
5425,False,True,False,False,False,True
5426,False,False,True,False,False,False
5427,False,False,True,False,False,True
5428,False,False,True,False,False,False
5429,False,False,True,False,False,False
5430,False,True,False,False,False,False
5431,False,True,False,False,False,False
5432,False,True,False,False,False,False
5433,True,True,False,False,True,True
5434,False,False,False,False,False,True
5435,False,False,False,False,True,False
5436,False,False,False,False,True,False
5437,False,False,False,False,True,False
5438,False,False,False,False,False,False
5439,False,False,False,True,False,False
5440,False,False,False,False,False,True
5441,False,False,False,True,False,False
5442,False,False,False,True,False,True
5443,False,False,False,True,False,True
5444,False,False,False,False,False,False
5445,False,True,False,False,False,True
5446,False,False,True,False,False,False
5447,False,False,False,False,False,False
5448,False,False,False,False,False,False
5449,False,False,False,False,False,False
5450,False,False,False,False,False,True
5451,False,False,False,True,False,False
5452,False,False,False,False,False,False
5453,False,False,False,False,False,False
5454,False,False,False,False,False,False
5455,False,False,False,False,False,False
5456,False,False,False,True,False,True
5457,False,True,False,False,False,True
5458,False,False,False,False,False,False
5459,False,False,False,False,False,False
5460,False,False,False,False,False,True
5461,False,False,False,True,False,False
5462,False,False,False,False,False,False
5463,False,False,False,True,False,False
5464,False,False,False,False,False,True
5465,False,False,False,True,False,False
5466,False,False,False,False,False,False
5467,False,False,False,False,False,True
5468,False,True,False,False,False,True
5469,True,True,False,False,True,True
5470,False,False,False,False,True,False
5471,False,False,False,False,True,False
5472,False,False,False,False,True,True
5473,False,False,False,False,True,False
5474,False,False,True,False,False,False
5475,False,False,False,False,False,False
5476,False,False,False,False,False,False
5477,False,False,False,False,False,True
5478,False,False,False,False,False,False
5479,False,True,False,False,False,False
5480,False,False,False,False,False,False
5481,False,False,False,False,False,False
5482,False,False,False,False,False,False
5483,False,False,False,False,False,False
5484,False,False,False,True,False,True
5485,False,False,False,False,False,False
5486,False,False,False,False,False,False
5487,False,False,False,True,False,True
5488,False,False,False,False,False,False
